compound,created_at,retweet_count
0.4939,2022-03-29 22:32:36+00:00,354
0.4767,2022-03-29 22:32:35+00:00,279
-0.0191,2022-03-29 22:32:35+00:00,857
-0.4767,2022-03-29 22:32:31+00:00,1376
0.4939,2022-03-29 22:32:30+00:00,236
-0.126,2022-03-29 22:32:29+00:00,254
-0.3818,2022-03-29 22:32:29+00:00,414
0.5574,2022-03-29 22:32:29+00:00,282
0.4902,2022-03-29 22:32:28+00:00,126
-0.4404,2022-03-29 22:32:22+00:00,103
0.7351,2022-03-29 22:32:21+00:00,643
0.4767,2022-03-29 22:32:16+00:00,279
0.5499,2022-03-29 22:32:11+00:00,163
0.7351,2022-03-29 22:32:08+00:00,643
-0.3818,2022-03-29 22:32:00+00:00,414
-0.3818,2022-03-29 22:31:59+00:00,414
-0.3818,2022-03-29 22:31:56+00:00,414
0.5994,2022-03-29 22:31:55+00:00,1273
0.3818,2022-03-29 22:31:43+00:00,22804
-0.7297,2022-03-29 22:31:42+00:00,207
0.5826,2022-03-29 22:31:42+00:00,106
-0.3818,2022-03-29 22:31:41+00:00,414
0.7096,2022-03-29 22:31:33+00:00,407
-0.4404,2022-03-29 22:31:29+00:00,103
0.7717,2022-03-29 22:31:27+00:00,648
0.4019,2022-03-29 22:31:24+00:00,113
-0.6705,2022-03-29 22:31:22+00:00,125
0.4003,2022-03-29 22:31:20+00:00,63094
-0.3818,2022-03-29 22:31:18+00:00,414
0.2755,2022-03-29 22:31:18+00:00,201
-0.4767,2022-03-29 22:31:16+00:00,1376
0.7351,2022-03-29 22:31:15+00:00,643
-0.4588,2022-03-29 22:31:13+00:00,243
-0.3818,2022-03-29 22:31:11+00:00,414
0.3818,2022-03-29 22:31:10+00:00,22804
0.8126,2022-03-29 22:31:10+00:00,111
0.4902,2022-03-29 22:31:10+00:00,126
-0.3818,2022-03-29 22:31:08+00:00,414
-0.3818,2022-03-29 22:31:06+00:00,414
0.7717,2022-03-29 22:31:06+00:00,648
-0.3818,2022-03-29 22:31:05+00:00,414
0.6248,2022-03-29 22:31:02+00:00,398
-0.4019,2022-03-29 22:31:01+00:00,1139
-0.4767,2022-03-29 22:30:58+00:00,1376
0.4767,2022-03-29 22:30:51+00:00,279
0.3818,2022-03-29 22:30:50+00:00,22804
-0.5994,2022-03-29 22:30:49+00:00,839
-0.4019,2022-03-29 22:30:48+00:00,1139
-0.5994,2022-03-29 22:30:47+00:00,839
-0.4767,2022-03-29 22:30:46+00:00,1376
0.7351,2022-03-29 22:30:40+00:00,643
0.296,2022-03-29 22:30:40+00:00,1414
0.7096,2022-03-29 22:30:40+00:00,325
-0.3818,2022-03-29 22:30:39+00:00,414
0.8269,2022-03-29 22:30:35+00:00,31016
0.4767,2022-03-29 22:30:34+00:00,279
-0.6166,2022-03-29 22:30:25+00:00,130
-0.4767,2022-03-29 22:30:24+00:00,1376
0.7351,2022-03-29 22:30:24+00:00,643
-0.3818,2022-03-29 22:30:24+00:00,414
-0.7297,2022-03-29 22:30:23+00:00,207
-0.3818,2022-03-29 22:30:20+00:00,414
-0.3818,2022-03-29 22:30:19+00:00,414
-0.3818,2022-03-29 22:30:13+00:00,414
-0.5423,2022-03-29 22:30:08+00:00,167
0.128,2022-03-29 22:30:07+00:00,493
0.4902,2022-03-29 22:30:03+00:00,126
-0.3818,2022-03-29 22:30:02+00:00,414
-0.3818,2022-03-29 22:30:01+00:00,414
-0.3818,2022-03-29 22:30:01+00:00,414
0.4902,2022-03-29 22:29:59+00:00,126
-0.6705,2022-03-29 22:29:56+00:00,174
-0.8225,2022-03-29 22:29:56+00:00,449
0.4003,2022-03-29 22:29:55+00:00,63094
0.3818,2022-03-29 22:29:52+00:00,22804
-0.3818,2022-03-29 22:29:49+00:00,414
0.4621,2022-03-29 22:29:42+00:00,3415
-0.2732,2022-03-29 22:29:40+00:00,1449
-0.6597,2022-03-29 22:29:38+00:00,3179
0.34,2022-03-29 22:29:36+00:00,951
0.2732,2022-03-29 22:29:30+00:00,139
0.3384,2022-03-29 22:29:30+00:00,186
-0.1531,2022-03-29 22:29:28+00:00,269
-0.4767,2022-03-29 22:29:26+00:00,1376
-0.5994,2022-03-29 22:29:25+00:00,839
0.4927,2022-03-29 22:29:23+00:00,560
0.5826,2022-03-29 22:29:16+00:00,106
0.4199,2022-03-29 22:29:16+00:00,276
0.2263,2022-03-29 22:29:16+00:00,241
0.4767,2022-03-29 22:29:14+00:00,279
0.7351,2022-03-29 22:29:06+00:00,643
0.5719,2022-03-29 22:28:55+00:00,118
0.7351,2022-03-29 22:28:54+00:00,643
0.7351,2022-03-29 22:28:53+00:00,643
0.34,2022-03-29 22:28:53+00:00,4862
-0.1531,2022-03-29 22:28:52+00:00,187
-0.4588,2022-03-29 22:28:48+00:00,243
0.2755,2022-03-29 22:28:47+00:00,201
0.5574,2022-03-29 22:28:46+00:00,282
-0.4588,2022-03-29 22:28:46+00:00,243
0.5859,2022-03-29 22:28:38+00:00,1433
0.5994,2022-03-29 22:28:37+00:00,1273
-0.4019,2022-03-29 22:28:32+00:00,1139
0.5423,2022-03-29 22:28:25+00:00,267
0.4939,2022-03-29 22:28:25+00:00,354
-0.3818,2022-03-29 22:28:24+00:00,414
-0.3818,2022-03-29 22:28:22+00:00,414
-0.3818,2022-03-29 22:28:20+00:00,414
-0.4404,2022-03-29 22:28:19+00:00,217
0.4767,2022-03-29 22:28:19+00:00,279
-0.3818,2022-03-29 22:28:17+00:00,414
-0.3818,2022-03-29 22:28:17+00:00,414
0.7351,2022-03-29 22:28:16+00:00,643
0.8126,2022-03-29 22:28:14+00:00,202
-0.5994,2022-03-29 22:28:13+00:00,839
-0.1027,2022-03-29 22:28:12+00:00,213
0.0772,2022-03-29 22:28:11+00:00,181
-0.3818,2022-03-29 22:28:10+00:00,414
0.4767,2022-03-29 22:28:10+00:00,279
-0.3818,2022-03-29 22:28:09+00:00,414
-0.3595,2022-03-29 22:28:07+00:00,215
0.0258,2022-03-29 22:28:05+00:00,261
0.4767,2022-03-29 22:28:04+00:00,279
-0.3818,2022-03-29 22:28:04+00:00,414
-0.0516,2022-03-29 22:28:03+00:00,732
-0.7297,2022-03-29 22:28:02+00:00,207
-0.3818,2022-03-29 22:28:01+00:00,414
0.9168,2022-03-29 22:28:00+00:00,903
-0.5994,2022-03-29 22:27:59+00:00,839
0.5719,2022-03-29 22:27:59+00:00,118
-0.3818,2022-03-29 22:27:57+00:00,414
0.6808,2022-03-29 22:27:56+00:00,114
-0.5994,2022-03-29 22:27:56+00:00,839
-0.3818,2022-03-29 22:27:55+00:00,414
0.3291,2022-03-29 22:27:54+00:00,185
-0.3818,2022-03-29 22:27:51+00:00,414
0.4767,2022-03-29 22:27:49+00:00,279
0.3919,2022-03-29 22:27:48+00:00,119
-0.3818,2022-03-29 22:27:48+00:00,414
0.5574,2022-03-29 22:27:44+00:00,282
-0.4404,2022-03-29 22:27:40+00:00,103
-0.3818,2022-03-29 22:27:40+00:00,415
0.7096,2022-03-29 22:27:40+00:00,407
0.8269,2022-03-29 22:27:39+00:00,31016
0.0516,2022-03-29 22:27:38+00:00,445
0.1531,2022-03-29 22:27:37+00:00,786
-0.3818,2022-03-29 22:27:37+00:00,415
0.4767,2022-03-29 22:27:37+00:00,279
-0.3818,2022-03-29 22:27:36+00:00,415
-0.3818,2022-03-29 22:27:36+00:00,415
-0.4019,2022-03-29 22:27:35+00:00,222
-0.7297,2022-03-29 22:27:34+00:00,207
-0.3818,2022-03-29 22:27:30+00:00,415
0.3919,2022-03-29 22:27:29+00:00,119
-0.3818,2022-03-29 22:27:27+00:00,415
-0.3818,2022-03-29 22:27:23+00:00,415
-0.3818,2022-03-29 22:27:23+00:00,415
-0.1531,2022-03-29 22:27:22+00:00,187
-0.3818,2022-03-29 22:27:21+00:00,415
-0.3818,2022-03-29 22:27:19+00:00,415
-0.7297,2022-03-29 22:27:17+00:00,207
-0.296,2022-03-29 22:27:16+00:00,409
-0.5994,2022-03-29 22:27:11+00:00,839
-0.3818,2022-03-29 22:27:08+00:00,415
0.4939,2022-03-29 22:27:07+00:00,354
-0.3818,2022-03-29 22:27:07+00:00,415
-0.3818,2022-03-29 22:27:06+00:00,415
-0.3818,2022-03-29 22:27:06+00:00,415
-0.2263,2022-03-29 22:27:06+00:00,198
-0.3818,2022-03-29 22:27:04+00:00,415
-0.3818,2022-03-29 22:27:00+00:00,415
0.4902,2022-03-29 22:26:59+00:00,126
0.8269,2022-03-29 22:26:59+00:00,31016
-0.3818,2022-03-29 22:26:58+00:00,415
0.6248,2022-03-29 22:26:53+00:00,398
-0.296,2022-03-29 22:26:50+00:00,409
0.1531,2022-03-29 22:26:48+00:00,786
-0.3818,2022-03-29 22:26:46+00:00,415
-0.3818,2022-03-29 22:26:45+00:00,415
-0.6597,2022-03-29 22:26:43+00:00,3179
0.1531,2022-03-29 22:26:38+00:00,786
-0.7297,2022-03-29 22:26:37+00:00,207
-0.3818,2022-03-29 22:26:35+00:00,415
-0.7184,2022-03-29 22:26:30+00:00,101
-0.4389,2022-03-29 22:26:30+00:00,690
-0.5994,2022-03-29 22:26:30+00:00,839
-0.4019,2022-03-29 22:26:28+00:00,222
0.4995,2022-03-29 22:26:27+00:00,342
-0.7297,2022-03-29 22:26:24+00:00,207
-0.5994,2022-03-29 22:26:12+00:00,839
-0.0772,2022-03-29 22:26:09+00:00,385
0.5826,2022-03-29 22:26:06+00:00,106
0.0772,2022-03-29 22:26:02+00:00,144
-0.4404,2022-03-29 22:25:58+00:00,103
0.5826,2022-03-29 22:25:56+00:00,106
-0.5994,2022-03-29 22:25:55+00:00,839
0.4902,2022-03-29 22:25:43+00:00,126
-0.4767,2022-03-29 22:25:41+00:00,1376
0.5106,2022-03-29 22:25:40+00:00,296
0.7351,2022-03-29 22:25:40+00:00,643
-0.7297,2022-03-29 22:25:39+00:00,207
0.5423,2022-03-29 22:25:29+00:00,3440
-0.296,2022-03-29 22:25:27+00:00,409
0.8658,2022-03-29 22:25:26+00:00,104
0.5994,2022-03-29 22:25:25+00:00,1273
-0.5994,2022-03-29 22:25:18+00:00,839
0.4767,2022-03-29 22:25:17+00:00,127
0.5423,2022-03-29 22:25:09+00:00,267
0.7717,2022-03-29 22:25:07+00:00,648
0.3818,2022-03-29 22:25:05+00:00,22804
0.4767,2022-03-29 22:25:02+00:00,545
-0.296,2022-03-29 22:25:02+00:00,246
-0.2023,2022-03-29 22:24:56+00:00,306
0.8126,2022-03-29 22:24:56+00:00,202
-0.4588,2022-03-29 22:24:54+00:00,524
-0.5859,2022-03-29 22:24:52+00:00,162
0.3612,2022-03-29 22:24:48+00:00,240
-0.296,2022-03-29 22:24:44+00:00,212
0.7096,2022-03-29 22:24:44+00:00,407
-0.516,2022-03-29 22:24:42+00:00,102
0.8269,2022-03-29 22:24:35+00:00,31016
0.7351,2022-03-29 22:24:32+00:00,643
-0.8225,2022-03-29 22:24:32+00:00,292
0.7351,2022-03-29 22:24:32+00:00,643
0.3612,2022-03-29 22:24:31+00:00,240
-0.1531,2022-03-29 22:24:31+00:00,187
-0.1531,2022-03-29 22:24:28+00:00,269
0.8368,2022-03-29 22:24:27+00:00,118
0.4902,2022-03-29 22:24:20+00:00,126
-0.4019,2022-03-29 22:24:16+00:00,1139
-0.2961,2022-03-29 22:24:15+00:00,242
-0.4019,2022-03-29 22:24:11+00:00,1139
0.6908,2022-03-29 22:24:06+00:00,208
0.6486,2022-03-29 22:24:06+00:00,492
0.4404,2022-03-29 22:24:04+00:00,182
-0.7297,2022-03-29 22:24:02+00:00,207
0.204,2022-03-29 22:24:01+00:00,199
-0.7297,2022-03-29 22:23:57+00:00,207
-0.7351,2022-03-29 22:23:57+00:00,160
0.8126,2022-03-29 22:23:54+00:00,111
-0.4767,2022-03-29 22:23:54+00:00,1376
0.5994,2022-03-29 22:23:47+00:00,1273
-0.6703,2022-03-29 22:23:46+00:00,336
-0.4404,2022-03-29 22:23:43+00:00,103
-0.5994,2022-03-29 22:23:39+00:00,839
-0.5994,2022-03-29 22:23:36+00:00,839
0.7351,2022-03-29 22:23:26+00:00,643
-0.4939,2022-03-29 22:23:22+00:00,591
0.2023,2022-03-29 22:23:18+00:00,187
0.3612,2022-03-29 22:23:14+00:00,157
0.2732,2022-03-29 22:23:10+00:00,139
0.7717,2022-03-29 22:23:07+00:00,648
-0.5994,2022-03-29 22:23:07+00:00,839
-0.5423,2022-03-29 22:23:05+00:00,169
0.2263,2022-03-29 22:23:05+00:00,242
0.7351,2022-03-29 22:23:01+00:00,647
0.34,2022-03-29 22:23:00+00:00,951
-0.7351,2022-03-29 22:22:46+00:00,160
0.7717,2022-03-29 22:22:38+00:00,652
0.6369,2022-03-29 22:22:35+00:00,225
-0.7297,2022-03-29 22:22:32+00:00,208
-0.4404,2022-03-29 22:22:32+00:00,103
0.6124,2022-03-29 22:22:30+00:00,3586
0.4215,2022-03-29 22:22:28+00:00,275
0.4902,2022-03-29 22:22:27+00:00,128
-0.4767,2022-03-29 22:22:26+00:00,1384
-0.4404,2022-03-29 22:22:23+00:00,223
-0.4404,2022-03-29 22:22:22+00:00,103
0.8269,2022-03-29 22:22:16+00:00,31029
-0.5994,2022-03-29 22:22:14+00:00,843
-0.7297,2022-03-29 22:22:14+00:00,208
-0.4939,2022-03-29 22:22:10+00:00,239
0.4767,2022-03-29 22:22:04+00:00,279
-0.5859,2022-03-29 22:22:03+00:00,162
-0.4767,2022-03-29 22:22:01+00:00,1384
-0.7297,2022-03-29 22:21:51+00:00,208
-0.4767,2022-03-29 22:21:47+00:00,1384
-0.7297,2022-03-29 22:21:44+00:00,208
0.1179,2022-03-29 22:21:42+00:00,145
0.5859,2022-03-29 22:21:41+00:00,1133
0.7351,2022-03-29 22:21:41+00:00,647
0.7351,2022-03-29 22:21:40+00:00,647
-0.4404,2022-03-29 22:21:40+00:00,103
-0.2263,2022-03-29 22:21:30+00:00,198
0.4404,2022-03-29 22:21:26+00:00,186
0.7562,2022-03-29 22:21:25+00:00,514
-0.5994,2022-03-29 22:21:24+00:00,843
0.2714,2022-03-29 22:21:24+00:00,662
0.128,2022-03-29 22:21:22+00:00,493
0.7717,2022-03-29 22:21:20+00:00,652
0.4939,2022-03-29 22:21:14+00:00,237
0.3919,2022-03-29 22:21:13+00:00,121
-0.7297,2022-03-29 22:21:08+00:00,208
0.4767,2022-03-29 22:21:08+00:00,434
-0.5994,2022-03-29 22:21:07+00:00,843
0.6249,2022-03-29 22:21:05+00:00,111
-0.4404,2022-03-29 22:21:03+00:00,103
0.0772,2022-03-29 22:21:02+00:00,181
-0.5994,2022-03-29 22:21:01+00:00,843
0.8126,2022-03-29 22:20:56+00:00,112
0.4902,2022-03-29 22:20:55+00:00,128
-0.1027,2022-03-29 22:20:55+00:00,386
-0.0191,2022-03-29 22:20:51+00:00,857
0.8269,2022-03-29 22:20:49+00:00,31030
-0.7297,2022-03-29 22:20:49+00:00,208
0.7096,2022-03-29 22:20:48+00:00,421
0.8269,2022-03-29 22:20:47+00:00,31030
-0.126,2022-03-29 22:20:43+00:00,254
-0.5994,2022-03-29 22:20:42+00:00,843
0.5106,2022-03-29 22:20:41+00:00,298
-0.7297,2022-03-29 22:20:36+00:00,208
-0.5994,2022-03-29 22:20:35+00:00,843
0.7717,2022-03-29 22:20:34+00:00,652
0.7351,2022-03-29 22:20:31+00:00,647
0.4926,2022-03-29 22:20:28+00:00,395
-0.4389,2022-03-29 22:20:26+00:00,692
-0.5994,2022-03-29 22:20:25+00:00,843
0.5562,2022-03-29 22:20:23+00:00,916
-0.7297,2022-03-29 22:20:12+00:00,208
0.6249,2022-03-29 22:20:12+00:00,111
-0.7297,2022-03-29 22:20:10+00:00,208
0.3919,2022-03-29 22:20:10+00:00,121
0.8356,2022-03-29 22:20:06+00:00,1666
0.3612,2022-03-29 22:20:02+00:00,144
0.3802,2022-03-29 22:19:57+00:00,125
0.4404,2022-03-29 22:19:57+00:00,186
0.6124,2022-03-29 22:19:55+00:00,3586
-0.4019,2022-03-29 22:19:51+00:00,254
0.2263,2022-03-29 22:19:42+00:00,242
-0.7297,2022-03-29 22:19:35+00:00,208
0.296,2022-03-29 22:19:34+00:00,1412
0.7351,2022-03-29 22:19:23+00:00,647
-0.6597,2022-03-29 22:19:17+00:00,3179
0.7096,2022-03-29 22:19:16+00:00,421
0.7717,2022-03-29 22:19:15+00:00,652
0.5994,2022-03-29 22:19:11+00:00,1275
-0.5994,2022-03-29 22:19:08+00:00,843
-0.4404,2022-03-29 22:19:07+00:00,103
0.0516,2022-03-29 22:19:06+00:00,445
-0.4767,2022-03-29 22:19:02+00:00,1384
0.4939,2022-03-29 22:19:01+00:00,237
0.7717,2022-03-29 22:18:58+00:00,652
-0.0516,2022-03-29 22:18:57+00:00,732
0.7351,2022-03-29 22:18:53+00:00,647
-0.0516,2022-03-29 22:18:47+00:00,732
-0.5423,2022-03-29 22:18:43+00:00,169
0.7096,2022-03-29 22:18:43+00:00,326
0.2732,2022-03-29 22:18:43+00:00,141
-0.1027,2022-03-29 22:18:39+00:00,386
0.0258,2022-03-29 22:18:38+00:00,262
-0.6166,2022-03-29 22:18:36+00:00,131
0.4902,2022-03-29 22:18:36+00:00,128
0.4927,2022-03-29 22:18:31+00:00,561
0.7974,2022-03-29 22:18:29+00:00,753
0.7351,2022-03-29 22:18:28+00:00,647
0.4902,2022-03-29 22:18:25+00:00,128
0.6771,2022-03-29 22:18:25+00:00,1319
-0.296,2022-03-29 22:18:22+00:00,246
0.5574,2022-03-29 22:18:19+00:00,283
0.4199,2022-03-29 22:18:19+00:00,280
0.6817,2022-03-29 22:18:16+00:00,135
-0.4767,2022-03-29 22:18:16+00:00,1384
0.2263,2022-03-29 22:18:14+00:00,246
-0.5423,2022-03-29 22:18:13+00:00,169
0.873,2022-03-29 22:18:11+00:00,203
0.3384,2022-03-29 22:18:08+00:00,188
0.4404,2022-03-29 22:18:08+00:00,186
0.7351,2022-03-29 22:18:08+00:00,647
0.6248,2022-03-29 22:18:07+00:00,398
0.6369,2022-03-29 22:18:07+00:00,1989
0.4902,2022-03-29 22:18:03+00:00,128
0.802,2022-03-29 22:18:03+00:00,190
0.8658,2022-03-29 22:18:01+00:00,104
-0.5994,2022-03-29 22:18:01+00:00,843
-0.7297,2022-03-29 22:17:57+00:00,208
0.2714,2022-03-29 22:17:54+00:00,662
0.8658,2022-03-29 22:17:53+00:00,104
-0.5994,2022-03-29 22:17:50+00:00,843
-0.5994,2022-03-29 22:17:50+00:00,843
-0.5994,2022-03-29 22:17:48+00:00,843
-0.5994,2022-03-29 22:17:48+00:00,843
0.7351,2022-03-29 22:17:45+00:00,647
-0.4019,2022-03-29 22:17:44+00:00,254
0.7351,2022-03-29 22:17:44+00:00,647
-0.4404,2022-03-29 22:17:43+00:00,103
-0.296,2022-03-29 22:17:42+00:00,1248
-0.6705,2022-03-29 22:17:38+00:00,175
-0.4767,2022-03-29 22:17:38+00:00,1384
-0.1531,2022-03-29 22:17:36+00:00,269
-0.4019,2022-03-29 22:17:32+00:00,222
0.8269,2022-03-29 22:17:32+00:00,31030
0.4767,2022-03-29 22:17:31+00:00,279
-0.3818,2022-03-29 22:17:30+00:00,569
-0.1027,2022-03-29 22:17:28+00:00,386
0.3818,2022-03-29 22:17:24+00:00,464
0.6369,2022-03-29 22:17:20+00:00,109
-0.5994,2022-03-29 22:17:10+00:00,116
0.5994,2022-03-29 22:17:06+00:00,1275
-0.5994,2022-03-29 22:17:06+00:00,843
0.2732,2022-03-29 22:17:02+00:00,141
0.6705,2022-03-29 22:17:01+00:00,167
-0.4767,2022-03-29 22:16:58+00:00,1384
-0.1027,2022-03-29 22:16:56+00:00,386
-0.4767,2022-03-29 22:16:48+00:00,1384
-0.6705,2022-03-29 22:16:45+00:00,175
0.4767,2022-03-29 22:16:41+00:00,547
0.3612,2022-03-29 22:16:41+00:00,144
0.7351,2022-03-29 22:16:41+00:00,647
-0.5994,2022-03-29 22:16:40+00:00,843
0.3612,2022-03-29 22:16:37+00:00,471
-0.0772,2022-03-29 22:16:35+00:00,120
-0.5994,2022-03-29 22:16:31+00:00,843
0.7096,2022-03-29 22:16:29+00:00,326
0.34,2022-03-29 22:16:19+00:00,166
0.4019,2022-03-29 22:16:17+00:00,181
-0.296,2022-03-29 22:16:17+00:00,412
-0.4404,2022-03-29 22:16:17+00:00,103
0.4902,2022-03-29 22:16:09+00:00,128
-0.5994,2022-03-29 22:16:07+00:00,843
-0.8043,2022-03-29 22:15:53+00:00,110
-0.5994,2022-03-29 22:15:53+00:00,843
0.4939,2022-03-29 22:15:47+00:00,354
-0.5994,2022-03-29 22:15:46+00:00,843
0.8658,2022-03-29 22:15:45+00:00,104
-0.4404,2022-03-29 22:15:45+00:00,103
0.5574,2022-03-29 22:15:44+00:00,283
0.7351,2022-03-29 22:15:36+00:00,647
-0.5994,2022-03-29 22:15:36+00:00,843
-0.5994,2022-03-29 22:15:30+00:00,843
0.2263,2022-03-29 22:15:28+00:00,242
0.0772,2022-03-29 22:15:24+00:00,144
-0.5859,2022-03-29 22:15:24+00:00,162
0.2023,2022-03-29 22:15:24+00:00,197
-0.7297,2022-03-29 22:15:23+00:00,208
-0.4767,2022-03-29 22:15:22+00:00,1384
0.3818,2022-03-29 22:15:20+00:00,7097
-0.4767,2022-03-29 22:15:20+00:00,1384
0.7096,2022-03-29 22:15:17+00:00,421
0.8658,2022-03-29 22:15:15+00:00,104
0.7003,2022-03-29 22:15:12+00:00,225
-0.5994,2022-03-29 22:15:10+00:00,843
-0.6341,2022-03-29 22:15:08+00:00,109
0.9153,2022-03-29 22:15:06+00:00,8797
-0.7297,2022-03-29 22:15:05+00:00,208
-0.4389,2022-03-29 22:15:01+00:00,692
0.8269,2022-03-29 22:14:57+00:00,31030
-0.2263,2022-03-29 22:14:56+00:00,198
0.34,2022-03-29 22:14:53+00:00,4864
-0.296,2022-03-29 22:14:50+00:00,412
0.4559,2022-03-29 22:14:49+00:00,282
0.5423,2022-03-29 22:14:48+00:00,268
-0.4404,2022-03-29 22:14:47+00:00,103
0.4939,2022-03-29 22:14:47+00:00,237
0.4086,2022-03-29 22:14:45+00:00,138
0.5574,2022-03-29 22:14:43+00:00,283
-0.7297,2022-03-29 22:14:40+00:00,208
0.2263,2022-03-29 22:14:39+00:00,242
0.4767,2022-03-29 22:14:38+00:00,547
-0.5994,2022-03-29 22:14:38+00:00,843
-0.2961,2022-03-29 22:14:33+00:00,243
0.7351,2022-03-29 22:14:33+00:00,647
0.7351,2022-03-29 22:14:32+00:00,647
-0.2732,2022-03-29 22:14:32+00:00,135
0.7351,2022-03-29 22:14:28+00:00,647
0.4902,2022-03-29 22:14:28+00:00,128
0.3818,2022-03-29 22:14:28+00:00,228
-0.5994,2022-03-29 22:14:25+00:00,843
0.34,2022-03-29 22:14:24+00:00,4864
-0.4559,2022-03-29 22:14:24+00:00,281
0.6124,2022-03-29 22:14:14+00:00,3586
-0.6341,2022-03-29 22:14:12+00:00,109
0.4003,2022-03-29 22:14:10+00:00,63093
0.6884,2022-03-29 22:14:06+00:00,228
-0.765,2022-03-29 22:14:05+00:00,2772
0.807,2022-03-29 22:14:02+00:00,116
0.5499,2022-03-29 22:13:59+00:00,163
-0.5994,2022-03-29 22:13:59+00:00,843
0.0772,2022-03-29 22:13:58+00:00,181
0.7351,2022-03-29 22:13:56+00:00,647
0.4767,2022-03-29 22:13:55+00:00,434
-0.4939,2022-03-29 22:13:52+00:00,593
0.7351,2022-03-29 22:13:50+00:00,647
0.3818,2022-03-29 22:13:48+00:00,176
0.34,2022-03-29 22:13:48+00:00,951
0.8555,2022-03-29 22:13:44+00:00,1021
-0.6597,2022-03-29 22:13:43+00:00,3179
0.7351,2022-03-29 22:13:40+00:00,647
0.6571,2022-03-29 22:13:40+00:00,557
0.4902,2022-03-29 22:13:38+00:00,128
0.7351,2022-03-29 22:13:33+00:00,647
0.5719,2022-03-29 22:13:33+00:00,118
0.3612,2022-03-29 22:13:33+00:00,193
0.2714,2022-03-29 22:13:31+00:00,662
-0.4404,2022-03-29 22:13:22+00:00,223
-0.5994,2022-03-29 22:13:19+00:00,843
0.7351,2022-03-29 22:13:12+00:00,647
-0.4404,2022-03-29 22:13:06+00:00,103
-0.5994,2022-03-29 22:13:05+00:00,843
-0.7297,2022-03-29 22:13:03+00:00,208
-0.4767,2022-03-29 22:13:01+00:00,1384
-0.5994,2022-03-29 22:12:59+00:00,843
0.5574,2022-03-29 22:12:59+00:00,283
-0.34,2022-03-29 22:12:57+00:00,442
0.7096,2022-03-29 22:12:53+00:00,421
-0.4574,2022-03-29 22:12:50+00:00,184
-0.5859,2022-03-29 22:12:36+00:00,162
-0.0516,2022-03-29 22:12:34+00:00,733
-0.4389,2022-03-29 22:12:34+00:00,692
-0.4767,2022-03-29 22:12:32+00:00,1384
-0.7297,2022-03-29 22:12:32+00:00,208
0.3919,2022-03-29 22:12:31+00:00,121
-0.5859,2022-03-29 22:12:27+00:00,162
0.6771,2022-03-29 22:12:26+00:00,170
-0.4019,2022-03-29 22:12:25+00:00,1139
0.3818,2022-03-29 22:12:22+00:00,22806
-0.8718,2022-03-29 22:12:22+00:00,134
0.4215,2022-03-29 22:12:12+00:00,894
-0.5994,2022-03-29 22:12:07+00:00,843
0.7096,2022-03-29 22:12:03+00:00,421
-0.5994,2022-03-29 22:12:03+00:00,843
-0.8225,2022-03-29 22:11:58+00:00,348
-0.5994,2022-03-29 22:11:54+00:00,843
0.4003,2022-03-29 22:11:53+00:00,63093
0.2714,2022-03-29 22:11:52+00:00,662
-0.1027,2022-03-29 22:11:52+00:00,215
-0.6341,2022-03-29 22:11:51+00:00,109
0.2732,2022-03-29 22:11:48+00:00,141
0.7184,2022-03-29 22:11:47+00:00,100
0.5994,2022-03-29 22:11:47+00:00,1275
-0.4767,2022-03-29 22:11:46+00:00,1385
-0.4389,2022-03-29 22:11:42+00:00,692
-0.4939,2022-03-29 22:11:42+00:00,239
0.4199,2022-03-29 22:11:42+00:00,280
-0.5994,2022-03-29 22:11:39+00:00,843
0.7479,2022-03-29 22:11:38+00:00,1918
0.6486,2022-03-29 22:11:34+00:00,2525
0.7562,2022-03-29 22:11:33+00:00,514
0.3818,2022-03-29 22:11:33+00:00,1155
0.0772,2022-03-29 22:11:32+00:00,120
-0.4389,2022-03-29 22:11:29+00:00,692
0.4902,2022-03-29 22:11:28+00:00,128
0.7096,2022-03-29 22:11:27+00:00,421
-0.5994,2022-03-29 22:11:25+00:00,843
0.34,2022-03-29 22:11:18+00:00,531
0.4767,2022-03-29 22:11:17+00:00,279
-0.4404,2022-03-29 22:11:16+00:00,103
0.9168,2022-03-29 22:11:12+00:00,905
0.4939,2022-03-29 22:11:12+00:00,237
0.296,2022-03-29 22:11:11+00:00,11668
-0.0516,2022-03-29 22:11:03+00:00,733
-0.5859,2022-03-29 22:11:01+00:00,162
0.4404,2022-03-29 22:11:00+00:00,186
-0.7297,2022-03-29 22:10:58+00:00,208
0.5826,2022-03-29 22:10:58+00:00,106
0.5574,2022-03-29 22:10:54+00:00,283
0.3818,2022-03-29 22:10:53+00:00,176
-0.5994,2022-03-29 22:10:42+00:00,843
0.8269,2022-03-29 22:10:39+00:00,31030
-0.4767,2022-03-29 22:10:36+00:00,1386
0.7351,2022-03-29 22:10:27+00:00,647
-0.6166,2022-03-29 22:10:26+00:00,131
0.8658,2022-03-29 22:10:25+00:00,104
-0.1531,2022-03-29 22:10:24+00:00,189
0.7351,2022-03-29 22:10:16+00:00,647
0.0772,2022-03-29 22:10:14+00:00,144
-0.4767,2022-03-29 22:10:13+00:00,1386
0.5229,2022-03-29 22:10:13+00:00,271
0.7096,2022-03-29 22:10:03+00:00,326
-0.5859,2022-03-29 22:10:01+00:00,162
